0.00000000000000000000e+00,9.93999999999999994671e-01,0.00000000000000000000e+00,0.00000000000000000000e+00,-2.03173262955733680002e+00
1.00000000000000002082e-02,9.86214554876511773074e-01,-1.45849779393815732337e-02,-9.85618017987300309990e-01,-9.58873749465080082999e-01
2.00000000000000004163e-02,9.76725820091107865828e-01,-2.21693830444421903503e-02,-9.08471449380750084579e-01,-6.19272066223807371443e-01
2.99999999999999988898e-02,9.67979471024991933170e-01,-2.75745420643297989294e-02,-8.44896120002632255996e-01,-4.77024872351964945860e-01
4.00000000000000008327e-02,9.59761059166364560724e-01,-3.18991686023155224250e-02,-8.01401100299113156034e-01,-3.93872987490976655955e-01
5.00000000000000027756e-02,9.51910105991032873263e-01,-3.55357071517094641466e-02,-7.70421099166875733566e-01,-3.36399501051935168050e-01
5.99999999999999977796e-02,9.44326179385953645706e-01,-3.86718738671619766123e-02,-7.47439574155542518774e-01,-2.92531830613976362443e-01
7.00000000000000066613e-02,9.36943418563559560219e-01,-4.14132229753240779790e-02,-7.29859248148967854064e-01,-2.56806932829838685528e-01
8.00000000000000016653e-02,9.29716297638508271106e-01,-4.38255203982521462924e-02,-7.16106047265861023199e-01,-2.26371927786591042864e-01
8.99999999999999966693e-02,9.22611933333472911123e-01,-4.59527436304953129653e-02,-7.05172811359447981872e-01,-1.99581292504772633833e-01
1.00000000000000005551e-01,9.15605713590336822705e-01,-4.78258528831271706450e-02,-6.96384551374630178522e-01,-1.75413868516221871374e-01
1.10000000000000000555e-01,9.08678673590200269850e-01,-4.94675081206144631740e-02,-6.89271202680237338178e-01,-1.53199360663476974453e-01
1.19999999999999995559e-01,9.01815842488863039783e-01,-5.08948021339433800958e-02,-6.83494856912445047925e-01,-1.32477768177453492093e-01
1.30000000000000004441e-01,8.95005157800968342841e-01,-5.21209393903015946736e-02,-6.78806110384897243293e-01,-1.12921793183805838079e-01
1.40000000000000013323e-01,8.88236727019168004205e-01,-5.31563170487749023230e-02,-6.75016770928982490219e-01,-9.42914801845608913089e-02
1.49999999999999994449e-01,8.81502310056067384103e-01,-5.40092485840416441922e-02,-6.71982172010100575754e-01,-7.64064150501789357550e-02
1.60000000000000003331e-01,8.74794946904337900051e-01,-5.46864642115772528475e-02,-6.69589352537214632655e-01,-5.91279982495960740319e-02
1.70000000000000012212e-01,8.68108683609956632843e-01,-5.51934666931053197203e-02,-6.67748941651792216057e-01,-4.23477550586521048204e-02
1.79999999999999993339e-01,8.61438366510377417917e-01,-5.55347904434286138153e-02,-6.66389454529743296973e-01,-2.59794004630143592072e-02
1.90000000000000002220e-01,8.54779484937566946812e-01,-5.57141942002409226720e-02,-6.65453198987095095873e-01,-9.95331557147509198014e-03
2.00000000000000011102e-01,8.48128049009116868895e-01,-5.57348069539843199438e-02,-6.64893283716578409326e-01,5.78738303146750579509e-03
2.09999999999999992228e-01,8.41480493267177220851e-01,-5.55992403032481707914e-02,-6.64671395831141542665e-01,2.12896953268681306259e-02
2.20000000000000001110e-01,8.34833599654060010131e-01,-5.53096762445848613710e-02,-6.64756125822939414327e-01,3.65928433023487570397e-02
2.30000000000000009992e-01,8.28184435153424991505e-01,-5.48679366918035926748e-02,-6.65121688716939662989e-01,5.17298493076816662262e-02
2.39999999999999991118e-01,8.21530300691092896237e-01,-5.42755392070850828379e-02,-6.65746936435906544460e-01,6.67287356120274538496e-02
2.50000000000000000000e-01,8.14868688774919247564e-01,-5.35337421904036048215e-02,-6.66614587258937074665e-01,8.16134472869188692945e-02
2.60000000000000008882e-01,8.08197247982845756731e-01,-5.26435819154935646935e-02,-6.67710619239767932953e-01,9.64045699845955533780e-02
2.70000000000000017764e-01,8.01513752862694550672e-01,-5.16059031945532639685e-02,-6.69023788957589071735e-01,1.11119893567646330079e-01
2.80000000000000026645e-01,7.94816078139696347016e-01,-5.04213850194037208063e-02,-6.70545247156546841971e-01,1.25774858394049254828e-01
2.89999999999999980016e-01,7.88102176373919660612e-01,-4.90905622110340764119e-02,-6.72268230080297679585e-01,1.40382911189129322427e-01
2.99999999999999988898e-01,7.81370058394167621429e-01,-4.76138438770643268594e-02,-6.74187810537383969134e-01,1.54955790446070745814e-01
3.09999999999999997780e-01,7.74617775974479227941e-01,-4.59915293036825267858e-02,-6.76300696550695246145e-01,1.69503756279261980078e-01
3.20000000000000006661e-01,7.67843406326054189748e-01,-4.42238217785584988850e-02,-6.78605068262180144423e-01,1.84035776006742868294e-01
3.30000000000000015543e-01,7.61045038059694811672e-01,-4.23108407425685784098e-02,-6.81100445865552628355e-01,1.98559674053307183561e-01
3.40000000000000024425e-01,7.54220758337850849529e-01,-4.02526325927253236792e-02,-6.83787582921966397009e-01,2.13082252767120866599e-01
3.49999999999999977796e-01,7.47368640985528576159e-01,-3.80491804006485231926e-02,-6.86668380615222395669e-01,2.27609389238106363251e-01
3.59999999999999986677e-01,7.40486735368954485104e-01,-3.57004127660122128063e-02,-6.89745819422771688778e-01,2.42146112061272039684e-01
3.69999999999999995559e-01,7.33573055882429714281e-01,-3.32062119895632015809e-02,-6.93023905387543659451e-01,2.56696661107211066000e-01
3.80000000000000004441e-01,7.26625571909095602230e-01,-3.05664217232511081779e-02,-6.96507628725014038551e-01,2.71264532676696978886e-01
3.90000000000000013323e-01,7.19642198141762778896e-01,-2.77808542340414327265e-02,-7.00202932927590837586e-01,2.85852511877047188449e-01
